2369337|20260925|20|202980|Carried Over Appearance|9|12004|28282|1|4|
2369338|20260925|20|202980|Carried Over Appearance|9|20314|21137|1|4|
2369339|20260925|20|202980|Carried Over Appearance|9|19419|16690|9|4|
2369340|20260925|20|202980|Carried Over Appearance|9|5508|15389|6|4|
2369341|20260925|32|202981||3|17551|7484|2|4|
2369342|20260925|32|202981||3|18116|14193|2|4|
2369343|20260925|32|202981||3|15411|32590|1|4|
2369345|20260925|32|202981||3|17098|26578|1|4|
2369347|20260925|117|202982||3|15884|12898|1|5|
2369348|20260925|117|202982||3|6052|10336|1|5|
2369346|20260925|117|202982||3|17366|3045|1|5|
2369349|20260925|117|202982||3|23213|14240|1|5|
2369352|20260925|20|202984||3|21137|4719|1|5|
2369353|20260925|20|202984||3|1302|20314|1|5|
2369354|20260925|20|202984||3|10784|5508|1|5|
2369355|20260925|20|202984||3|10531|19419|1|5|
2369380|20260925|117|202992||3|6364|6472|4|5|
2369378|20260925|117|202992||3|21380|22883|1|5|
2369379|20260925|117|202992||3|1337|12632|1|5|
2369361|20260925|20|202986||2|12979|9619|1|4|
2369358|20260925|20|202986||2|19178|3630|1|4|
2369360|20260925|20|202986||2|39785|6164|1|4|
2369359|20260925|20|202986||2|23971|12653|1|4|
2369366|20260925|32|202988||2|13299|26962|2|5|
2369365|20260925|32|202988||2|11297|19350|1|5|
2369367|20260925|32|202988||2|1508|14193|12|5|
2369364|20260925|32|202988||2|16093|18898|1|5|
2369370|20260925|32|202990||2|11045|44395|2|4|
2369373|20260925|32|202990||2|1508|14193|12|4|
2369372|20260925|32|202990||2|16093|16788|1|4|
2369371|20260925|32|202990||2|13299|26962|2|4|
2369377|20260925|117|202991||2|49865|8139|1|5|
2369376|20260925|117|202991||2|47202|21849|1|5|
2369375|20260925|117|202991||2|1061|31475|1|5|
2369374|20260925|117|202991||2|49145|14240|1|5|
2369382|20260925|117|202993||2|1339|6094|1|5|
2369384|20260925|117|202993||2|48995|6449|1|5|
2369383|20260925|117|202993||2|48999|9819|1|5|
2369381|20260925|117|202993||2|8811|11348|1|5|
2369390|20260925|32|202995||1|18924|15266|1|4|
2369389|20260925|32|202995||1|16093|11297|2|4|
2369391|20260925|32|202995||1|22388|13792|2|4|Leave On Left
2369392|20260925|32|202995||1|16788|3314|1|4|
2369396|20260925|117|202997||1|6715|2060|1|5|
2369398|20260925|117|202997||1|5705|31786|1|5|Sunday Restrictions
2369397|20260925|117|202997||1|15388|3652|1|5|
2369395|20260925|117|202997||1|53639|21849|1|5|
2369403|20260925|20|202999||1|9297|6087|1|5|
2369406|20260925|20|202999||1|4975|50225|1|5|
2369404|20260925|20|202999||1|20777|21445|2|5|
2369405|20260925|20|202999||1|16815|8002|1|5|
2369409|20260925|117|203001||1|5705|7739|1|4|Sunday Restrictions
2369410|20260925|117|203001||1|15388|11633|1|4|
2369411|20260925|117|203001||1|25682|2060|1|4|
2369412|20260925|117|203001||1|48999|21849|1|4|
2369351|20260925|117|202983||38|10101|26954|1|6|
2369357|20260925|20|202985||38|6894|0|11|6|
2369363|20260925|20|202987||39|9149|6578|1|6|
2369369|20260925|32|202989||39|24088|0|8|6|
2369387|20260925|117|202994||39|50637|11872|1|6|
2369386|20260925|117|202994||39|1061|39962|1|6|
2369388|20260925|117|202994||39|26265|0|8|6|
2369394|20260925|32|202996||40|4588|0|9|6|
2369400|20260925|117|202998||40|26265|11633|1|6|
2369401|20260925|117|202998||40|7739|27011|1|6|
2369408|20260925|20|203000||40|50465|0|8|6|
2369414|20260925|117|203002||40|53639|46670|1|6|
2369271|20260924|133|202962|Carried Over Appearance|3|16969|27346|1|5|
2369270|20260924|133|202962|Carried Over Appearance|3|3787|21538|1|5|
2369269|20260924|133|202962|Carried Over Appearance|3|6504|29499|1|5|
2369268|20260924|133|202962|Carried Over Appearance|3|25639|39044|1|5|
2369279|20260924|20|202964||3|10983|6162|1|5|
2369278|20260924|20|202964||3|17570|12372|5|5|
2369277|20260924|20|202964||3|10344|6802|1|5|
2369276|20260924|20|202964||3|5267|21301|1|5|
2369283|20260924|133|202966||3|33389|33898|1|5|
2369284|20260924|133|202966||3|4266|5450|1|5|
2369282|20260924|133|202966||3|7641|14554|1|5|
2369285|20260924|133|202966||3|50858|12700|1|5|
2369286|20260924|32|202967||3|10531|15171|1|5|
2369287|20260924|32|202967||3|50370|13387|1|5|
2369288|20260924|32|202967||3|18224|10726|1|5|
2369289|20260924|32|202967||3|350|7807|1|5|
2369296|20260924|133|202970||3|4266|50858|1|5|
2369297|20260924|133|202970||3|12700|14554|1|5|
2369298|20260924|133|202970||3|33898|7641|1|5|
2369299|20260924|133|202970||3|17555|5988|1|5|
2369300|20260924|20|202971||3|21937|9105|1|5|
2369301|20260924|20|202971||3|13515|32683|1|5|
2369302|20260924|20|202971||3|16690|36162|5|5|
2369303|20260924|20|202971||3|20257|19737|1|5|
2369306|20260924|117|202972||3|1337|35526|4|5|
2369307|20260924|117|202972||3|35033|1716|1|5|
2369304|20260924|117|202972||3|22711|6573|1|5|
2369305|20260924|117|202972||3|3532|15686|1|5|
2369329|20260924|20|202978||3|20301|16782|1|5|
2369328|20260924|20|202978||3|11272|19649|2|5|
2369330|20260924|20|202978||3|51372|2398|1|5|
2369331|20260924|20|202978||3|6834|21444|1|5|
2369324|20260924|20|202976||7|6834|10983|1|5|
2369323|20260924|20|202976||7|34616|11176|1|5|
2369322|20260924|20|202976||7|1908|16782|1|5|
2369321|20260924|20|202976||7|11272|19649|2|5|
2369267|20260924|133|202961|Carried Over Appearance|2|27346|16690|1|4|
2369266|20260924|133|202961|Carried Over Appearance|2|46670|21887|1|4|
2369265|20260924|133|202961|Carried Over Appearance|2|7563|29499|1|4|
2369264|20260924|133|202961|Carried Over Appearance|2|33036|26921|1|4|
2369317|20260924|133|202974||2|9840|24645|1|5|
2369316|20260924|133|202974||2|30748|29638|1|5|
2369315|20260924|133|202974||2|4266|12041|1|5|
2369314|20260924|133|202974||2|12700|33898|1|5|
2369275|20260924|20|202963|Carried Over Appearance|1|34616|33123|1|5|
2369274|20260924|20|202963|Carried Over Appearance|1|11565|20319|1|5|
2369272|20260924|20|202963|Carried Over Appearance|1|9474|21445|1|5|
2369273|20260924|20|202963|Carried Over Appearance|1|25522|17611|1|5|
2369291|20260924|32|202968||1|5496|23546|1|5|
2369290|20260924|32|202968||1|22388|13792|2|5|Leave on Left Only and No Grosvenor Square
2369292|20260924|32|202968||1|16234|6742|1|5|
2369293|20260924|32|202968||1|1381|32390|1|5|
2369313|20260924|117|202973||1|27154|9297|1|5|
2369311|20260924|117|202973||1|36000|11038|1|5|
2369312|20260924|117|202973||1|5705|18550|1|5|
2369310|20260924|117|202973||1|25652|14355|1|5|
2369281|20260924|20|202965||38|5972|0|12|6|
2369326|20260924|20|202977||38|51371|23441|1|6|
2369327|20260924|20|202977||38|15736|0|6|6|
2369333|20260924|20|202979||38|15736|1908|1|6|
2369319|20260924|133|202975||39|40586|30076|1|6|
2369295|20260924|32|202969||40|20539|0|10|6|
2369190|20260923|20|202940||9|10472|2951|38|5|
2369189|20260923|20|202940||9|9105|5798|3|5|
2369192|20260923|20|202940||9|21376|5200|1|5|
2369191|20260923|20|202940||9|40428|25665|1|5|
2369200|20260923|127|202942||9|5848|6110|1|4|
2369199|20260923|127|202942||9|1337|35526|4|4|
2369198|20260923|127|202942||9|11176|3030|3|4|
2369197|20260923|127|202942||9|51376|36416|2|4|
2369186|20260923|20|202938||3|10832|11928|1|5|
2369183|20260923|20|202938||3|18610|21301|5|5|
2369184|20260923|20|202938||3|12354|18774|1|5|
2369185|20260923|20|202938||3|11202|21849|1|5|
2369195|20260923|127|202941||3|15341|12337|1|5|
2369194|20260923|127|202941||3|526|34408|1|5|
2369193|20260923|127|202941||3|13087|4704|1|5|
2369196|20260923|127|202941||3|51686|14180|1|5|
2369202|20260923|133|202943||3|3787|6504|1|4|
2369203|20260923|133|202943||3|16690|28949|1|4|
2369204|20260923|133|202943||3|29499|17627|1|4|
2369201|20260923|133|202943||3|21887|9163|1|4|
2369214|20260923|127|202947||3|279|12898|1|5|
2369216|20260923|127|202947||3|22027|5707|4|5|
2369215|20260923|127|202947||3|38087|2144|1|5|
2369210|20260923|20|202945||2|11176|17605|1|5|
2369209|20260923|20|202945||2|51371|21728|1|5|
2369208|20260923|20|202945||2|25806|2398|1|5|
2369220|20260923|127|202949||2|18800|27079|1|5|
2369221|20260923|127|202949||2|25503|2074|2|5|
2369222|20260923|127|202949||2|32869|15387|1|5|
2369223|20260923|127|202949||2|7747|34864|1|5|
2369228|20260923|20|202951||1|28053|18610|2|5|
2369229|20260923|20|202951||1|21469|15451|1|5|
2369230|20260923|20|202951||1|10019|6162|2|5|
2369232|20260923|20|202952||1|33123|11611|1|5|
2369233|20260923|20|202952||1|21057|17366|1|5|
2369234|20260923|20|202952||1|10731|21728|2|5|
2369231|20260923|20|202952||1|28053|18610|2|5|
2369238|20260923|127|202954||1|13330|19528|2|5|No Westbourne Grove and No Chepstow Road
2369240|20260923|127|202954||1|7747|48655|2|5|
2369241|20260923|127|202954||1|40624|50768|1|5|
2369237|20260923|127|202954||1|26287|12574|3|5|
2369244|20260923|133|202956||1|2176|16969|1|4|
2369247|20260923|133|202956||1|34505|302|1|4|
2369245|20260923|133|202956||1|28949|29499|1|4|
2369246|20260923|133|202956||1|4080|34452|1|4|
2369252|20260923|20|202958||1|23029|7266|1|5|
2369253|20260923|20|202958||1|10185|30129|1|5|
2369254|20260923|20|202958||1|51681|16091|1|5|
2369255|20260923|20|202958||1|8712|39847|1|5|
2369258|20260923|133|202959||1|6504|39044|1|4|
2369256|20260923|133|202959||1|50224|34452|1|4|
2369259|20260923|133|202959||1|33036|29499|1|4|
2369257|20260923|133|202959||1|4080|26921|1|4|
2369261|20260923|127|202960||1|18800|50768|1|5|
2369260|20260923|127|202960||1|7747|48655|2|5|
2369262|20260923|127|202960||1|13330|19528|2|5|No Westbourne Grove and No Chepstow Road
2369263|20260923|127|202960||1|26287|12574|3|5|
2369188|20260923|20|202939||38|24845|0|8|6|
2369206|20260923|133|202944||38|16688|302|1|6|
2369207|20260923|133|202944||38|34505|33080|1|6|
2369219|20260923|127|202948||38|21959|0|15|6|
2369213|20260923|20|202946||39|6656|0|13|6|
2369227|20260923|127|202950||39|35989|0|12|6|
2369236|20260923|20|202953||40|6656|42053|2|6|
2369249|20260923|133|202957||40|33036|51678|1|6|
2369250|20260923|133|202957||40|26921|0|11|6|
2369172|20260922|20|202935||9|19649|18774|2|5|
2369173|20260922|20|202935||9|19419|1837|57|5|
2369174|20260922|20|202935||9|13359|51376|1|5|
2369171|20260922|20|202935||9|14892|12926|2|5|
2369090|20260922|117|202911||3|18583|12747|1|5|
2369088|20260922|117|202911||3|28612|11995|1|5|
2369089|20260922|117|202911||3|17466|17627|3|5|
2369087|20260922|117|202911||3|49865|12898|1|5|
2369093|20260922|133|202912||3|15389|3316|11|5|
2369092|20260922|133|202912||3|6789|11968|1|5|
2369094|20260922|133|202912||3|17766|13653|1|5|
2369091|20260922|133|202912||3|13299|3630|2|5|
2369107|20260922|20|202916||3|19419|20309|1|5|
2369106|20260922|20|202916||3|15909|6110|1|5|
2369105|20260922|20|202916||3|10558|20306|14|5|
2369104|20260922|20|202916||3|2398|21299|5|5|
2369153|20260922|20|202930||3|22729|23374|1|5|
2369155|20260922|20|202930||3|25030|9737|1|5|
2369154|20260922|20|202930||3|1503|13858|1|5|
2369101|20260922|18|202915|Carried Over Appearance|2|7784|21592|1|5|
2369100|20260922|18|202915|Carried Over Appearance|2|9102|20319|1|5|
2369103|20260922|18|202915|Carried Over Appearance|2|50408|11005|1|5|
2369102|20260922|18|202915|Carried Over Appearance|2|50447|7290|1|5|
2369115|20260922|18|202919||2|7646|20613|1|5|
